id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,duration,related_events,match_id,possession_team_id,team_id,under_pressure
3e8b3d9b-f06e-497f-8239-7729bf63d056,1899,1,00:46:02.336,46,2,Half End,67,France,From Throw In,France,0.0,['373e2747-702a-48c6-a10b-7a9ccf0639ca'],3930173,771,771,
373e2747-702a-48c6-a10b-7a9ccf0639ca,1900,1,00:46:02.336,46,2,Half End,67,France,From Throw In,Netherlands,0.0,['3e8b3d9b-f06e-497f-8239-7729bf63d056'],3930173,771,941,
560f3e48-36f5-4be6-909f-fddb6e8093e0,3680,2,00:50:22.066,95,22,Half End,122,Netherlands,From Goal Kick,France,0.0,['3cfba1e0-8ee9-4497-8f0f-7f20f9305b5e'],3930173,941,771,
3cfba1e0-8ee9-4497-8f0f-7f20f9305b5e,3681,2,00:50:22.066,95,22,Half End,122,Netherlands,From Goal Kick,Netherlands,0.0,['560f3e48-36f5-4be6-909f-fddb6e8093e0'],3930173,941,941,
6d521d3a-80c8-4c4e-8d8d-1c8122fcd6b7,2000,1,00:47:01.493,47,1,Half End,83,Italy,Regular Play,Italy,0.0,['7c492dbc-83f2-4b08-b975-9d0b420a6de1'],3930172,914,914,
7c492dbc-83f2-4b08-b975-9d0b420a6de1,2001,1,00:47:01.493,47,1,Half End,83,Italy,Regular Play,Spain,0.0,['6d521d3a-80c8-4c4e-8d8d-1c8122fcd6b7'],3930172,914,772,
d3f8a9e4-3f74-415c-b6cb-d11127cd2a03,3981,2,00:51:14.546,96,14,Half End,157,Italy,From Corner,Italy,0.0,['0ae7b858-7916-4889-ab9a-eb9b0a961dbb'],3930172,914,914,
0ae7b858-7916-4889-ab9a-eb9b0a961dbb,3982,2,00:51:14.546,96,14,Half End,157,Italy,From Corner,Spain,0.0,['d3f8a9e4-3f74-415c-b6cb-d11127cd2a03'],3930172,914,772,
ad961a24-bf61-4761-bcde-c108b175b3ef,1861,1,00:46:38.424,46,38,Half End,72,Croatia,From Keeper,Albania,0.0,['4a461776-c35a-4fba-9cb4-3d48f7303aa7'],3930167,785,906,
4a461776-c35a-4fba-9cb4-3d48f7303aa7,1862,1,00:46:38.424,46,38,Half End,72,Croatia,From Keeper,Croatia,0.0,['ad961a24-bf61-4761-bcde-c108b175b3ef'],3930167,785,785,
282676da-66bf-405b-8675-7d769888321d,3720,2,00:53:05.712,98,5,Half End,166,Croatia,Regular Play,Croatia,0.0,['35c4736e-a6f2-4a0f-8453-89e6af6aa5c1'],3930167,785,785,
35c4736e-a6f2-4a0f-8453-89e6af6aa5c1,3721,2,00:53:05.712,98,5,Half End,166,Croatia,Regular Play,Albania,0.0,['282676da-66bf-405b-8675-7d769888321d'],3930167,785,906,
5fa57f41-ca4f-4a9c-8f0e-1b3afecce221,1971,1,00:47:44.424,47,44,Half End,70,Germany,From Free Kick,Germany,0.0,['04ecea9d-e90a-42f5-9c87-607aa5ebd829'],3930168,770,770,
04ecea9d-e90a-42f5-9c87-607aa5ebd829,1972,1,00:47:44.424,47,44,Half End,70,Germany,From Free Kick,Hungary,0.0,['5fa57f41-ca4f-4a9c-8f0e-1b3afecce221'],3930168,770,916,
2fa71ef4-349e-4748-b795-645b2987511e,3879,2,00:48:09.934,93,9,Half End,148,Germany,From Free Kick,Germany,0.0,['0599b8cb-016f-417e-8d2f-75c4aa5ff8fa'],3930168,770,770,
0599b8cb-016f-417e-8d2f-75c4aa5ff8fa,3880,2,00:48:09.934,93,9,Half End,148,Germany,From Free Kick,Hungary,0.0,['2fa71ef4-349e-4748-b795-645b2987511e'],3930168,770,916,
1781be23-824f-4ea4-a6e9-6435716139b4,1876,1,00:46:03.894,46,3,Half End,90,Austria,From Keeper,Austria,0.0,['3e507549-8106-40ea-9127-51281bbc8381'],3930165,915,915,
3e507549-8106-40ea-9127-51281bbc8381,1877,1,00:46:03.894,46,3,Half End,90,Austria,From Keeper,France,0.0,['1781be23-824f-4ea4-a6e9-6435716139b4'],3930165,915,771,
bf39d7bb-a84c-4263-bbcf-020f6a7d7250,3717,2,00:54:13.209,99,13,Half End,173,Austria,Regular Play,Austria,0.0,['7b2ab72e-efc0-4859-a597-23efbada6ca6'],3930165,915,915,
7b2ab72e-efc0-4859-a597-23efbada6ca6,3718,2,00:54:13.209,99,13,Half End,173,Austria,Regular Play,France,0.0,['bf39d7bb-a84c-4263-bbcf-020f6a7d7250'],3930165,915,771,
a99be93a-f076-4835-ac00-5e339587ae3f,1761,1,00:47:39.193,47,39,Half End,87,Slovakia,From Corner,Slovakia,0.0,['7119bcac-e769-4696-a6b3-cd5b2a25ccac'],3930164,908,908,
7119bcac-e769-4696-a6b3-cd5b2a25ccac,1762,1,00:47:39.193,47,39,Half End,87,Slovakia,From Corner,Belgium,0.0,['a99be93a-f076-4835-ac00-5e339587ae3f'],3930164,908,782,
31c4f41c-d274-41e3-bff0-2ae3e413e7c0,3542,2,00:53:02.053,98,2,Half End,174,Slovakia,Regular Play,Slovakia,0.0,['8cd80531-3d8f-44d1-b0c1-b5ec547a375b'],3930164,908,908,
8cd80531-3d8f-44d1-b0c1-b5ec547a375b,3543,2,00:53:02.053,98,2,Half End,174,Slovakia,Regular Play,Belgium,0.0,['31c4f41c-d274-41e3-bff0-2ae3e413e7c0'],3930164,908,782,
98fe1322-b924-4a46-8e79-ee78117c6b89,1939,1,00:48:04.539,48,4,Half End,64,Italy,From Throw In,Italy,0.0,['d40175f7-de71-461c-8bfd-3b3c3bf631f1'],3930161,914,914,
d40175f7-de71-461c-8bfd-3b3c3bf631f1,1940,1,00:48:04.539,48,4,Half End,64,Italy,From Throw In,Albania,0.0,['98fe1322-b924-4a46-8e79-ee78117c6b89'],3930161,914,906,
b8de2937-150f-4e34-a006-e97089273dc0,4065,2,00:50:25.480,95,25,Half End,135,Albania,Regular Play,Albania,0.0,['3d7e0f32-07f8-4637-a66f-f78bed07fd2b'],3930161,906,906,
3d7e0f32-07f8-4637-a66f-f78bed07fd2b,4066,2,00:50:25.480,95,25,Half End,135,Albania,Regular Play,Italy,0.0,['b8de2937-150f-4e34-a006-e97089273dc0'],3930161,906,914,
9bd1c8a0-3773-4962-be6d-709eb6173d38,1757,1,00:46:09.015,46,9,Half End,68,Netherlands,Regular Play,Poland,0.0,['4d5a0da0-9a82-4448-aaba-d14817566481'],3938637,941,789,
4d5a0da0-9a82-4448-aaba-d14817566481,1758,1,00:46:09.015,46,9,Half End,68,Netherlands,Regular Play,Netherlands,0.0,['9bd1c8a0-3773-4962-be6d-709eb6173d38'],3938637,941,941,
6d51fea9-4ec2-462c-be96-43c91aeb0be2,3400,2,00:50:02.268,95,2,Half End,150,Poland,From Throw In,Netherlands,0.0,['7e32623b-30b3-4bb5-848c-65f22c86edad'],3938637,789,941,
7e32623b-30b3-4bb5-848c-65f22c86edad,3401,2,00:50:02.268,95,2,Half End,150,Poland,From Throw In,Poland,0.0,['6d51fea9-4ec2-462c-be96-43c91aeb0be2'],3938637,789,789,
dfd9d386-43f7-4b38-a57d-1a37c6802976,1822,1,00:46:02.723,46,2,Half End,70,Ukraine,Regular Play,Ukraine,0.0,['64ee7e77-d83e-42c7-9fb3-76c6f68abe54'],3938640,911,911,
64ee7e77-d83e-42c7-9fb3-76c6f68abe54,1823,1,00:46:02.723,46,2,Half End,70,Ukraine,Regular Play,Slovakia,0.0,['dfd9d386-43f7-4b38-a57d-1a37c6802976'],3938640,911,908,
b50e1dee-5981-4774-b208-2e0368a9a0c9,3511,2,00:50:16.857,95,16,Half End,157,Ukraine,From Goal Kick,Slovakia,0.0,['dde62460-254c-4c12-9eb0-80f3d350fd4a'],3938640,911,908,
dde62460-254c-4c12-9eb0-80f3d350fd4a,3512,2,00:50:16.857,95,16,Half End,157,Ukraine,From Goal Kick,Ukraine,0.0,['b50e1dee-5981-4774-b208-2e0368a9a0c9'],3938640,911,911,
c99f21d0-23a2-4f67-8353-f246af7696ae,1610,1,00:50:32.525,50,32,Half End,81,Czech Republic,From Corner,Georgia,0.0,['33a5fc11-5df8-4fa4-a87a-de03993f5c53'],3938642,912,2138,
33a5fc11-5df8-4fa4-a87a-de03993f5c53,1611,1,00:50:32.525,50,32,Half End,81,Czech Republic,From Corner,Czech Republic,0.0,['c99f21d0-23a2-4f67-8353-f246af7696ae'],3938642,912,912,
85419095-f449-476b-b0e5-578c6851f1c2,3331,2,00:50:11.879,95,11,Half End,174,Georgia,Regular Play,Georgia,0.0,['97aac4cf-5bce-485d-8548-f3beaf9100cd'],3938642,2138,2138,
97aac4cf-5bce-485d-8548-f3beaf9100cd,3332,2,00:50:11.879,95,11,Half End,174,Georgia,Regular Play,Czech Republic,0.0,['85419095-f449-476b-b0e5-578c6851f1c2'],3938642,2138,912,
d6dc588e-efa0-46e8-911e-140bb5ee9ee9,1963,1,00:46:07.059,46,7,Half End,73,Turkey,Regular Play,Turkey,0.0,['747d88ca-098d-4297-98bc-c42dc7429e15'],3938639,909,909,
747d88ca-098d-4297-98bc-c42dc7429e15,1964,1,00:46:07.059,46,7,Half End,73,Turkey,Regular Play,Georgia,0.0,['d6dc588e-efa0-46e8-911e-140bb5ee9ee9'],3938639,909,2138,
f41c0ee4-7f21-4ffe-8a4f-522382e47664,3836,2,00:52:44.081,97,44,Half End,157,Georgia,From Corner,Turkey,0.0,['c9c2fb2c-71ba-4a6d-95e4-30673d6d9ab9'],3938639,2138,909,
c9c2fb2c-71ba-4a6d-95e4-30673d6d9ab9,3837,2,00:52:44.081,97,44,Half End,157,Georgia,From Corner,Georgia,0.0,['f41c0ee4-7f21-4ffe-8a4f-522382e47664'],3938639,2138,2138,
289bad9d-d77d-41fe-b565-ff08b839c229,1804,1,00:46:15.301,46,15,Half End,92,Poland,From Corner,Poland,0.0,['6fb062de-4378-4b4e-9982-d8bc07fbe387'],3938641,789,789,
6fb062de-4378-4b4e-9982-d8bc07fbe387,1805,1,00:46:15.301,46,15,Half End,92,Poland,From Corner,Austria,0.0,['289bad9d-d77d-41fe-b565-ff08b839c229'],3938641,789,915,
edce90ae-17d1-408e-8101-9d11da393ae5,3399,2,00:49:00.649,94,0,Half End,181,Poland,From Goal Kick,Poland,0.0,['6139d72b-32e8-498d-8258-8237e3df0b4c'],3938641,789,789,
6139d72b-32e8-498d-8258-8237e3df0b4c,3400,2,00:49:00.649,94,0,Half End,181,Poland,From Goal Kick,Austria,0.0,['edce90ae-17d1-408e-8101-9d11da393ae5'],3938641,789,915,
2b409b38-80d5-4014-bb45-968ddec21e35,2037,1,00:47:04.986,47,4,Half End,77,Portugal,Regular Play,Georgia,0.0,['b48ce164-f21f-4fbf-b4f3-8794b1e1739d'],3938644,780,2138,
b48ce164-f21f-4fbf-b4f3-8794b1e1739d,2038,1,00:47:04.986,47,4,Half End,77,Portugal,Regular Play,Portugal,0.0,['2b409b38-80d5-4014-bb45-968ddec21e35'],3938644,780,780,
01b8d7a7-79b6-415e-a02f-cab9214b0d75,3658,2,00:49:15.551,94,15,Half End,153,Portugal,From Corner,Georgia,0.0,['c404af76-4b07-4351-9654-6a95cf76b6ee'],3938644,780,2138,
c404af76-4b07-4351-9654-6a95cf76b6ee,3659,2,00:49:15.551,94,15,Half End,153,Portugal,From Corner,Portugal,0.0,['01b8d7a7-79b6-415e-a02f-cab9214b0d75'],3938644,780,780,
940ef5a5-2677-461d-bf00-6d911b8cf785,1927,1,00:47:02.699,47,2,Half End,80,France,From Free Kick,France,0.0,['bb6b0832-10f1-47b1-9239-7ef88401856c'],3938643,771,771,
bb6b0832-10f1-47b1-9239-7ef88401856c,1928,1,00:47:02.699,47,2,Half End,80,France,From Free Kick,Poland,0.0,['940ef5a5-2677-461d-bf00-6d911b8cf785'],3938643,771,789,
99197aad-d096-411b-9af2-d43d0e8fc64a,3766,2,00:50:47.755,95,47,Half End,160,Poland,From Free Kick,Poland,0.0,['ebe0859b-fcf9-4bfa-8b38-9e77ddf3849b'],3938643,789,789,
ebe0859b-fcf9-4bfa-8b38-9e77ddf3849b,3767,2,00:50:47.755,95,47,Half End,160,Poland,From Free Kick,France,0.0,['99197aad-d096-411b-9af2-d43d0e8fc64a'],3938643,789,771,
cbadfe30-8fb4-4bb3-865a-47cbc136cbe3,1738,1,00:47:02.259,47,2,Half End,74,Romania,From Keeper,Romania,0.0,['a1abbd0a-8cad-4df2-b172-bdaa9017659e'],3938638,905,905,
a1abbd0a-8cad-4df2-b172-bdaa9017659e,1739,1,00:47:02.259,47,2,Half End,74,Romania,From Keeper,Ukraine,0.0,['cbadfe30-8fb4-4bb3-865a-47cbc136cbe3'],3938638,905,911,
fea18729-3b1d-4bef-9eef-836013510e13,3168,2,00:49:04.492,94,4,Half End,158,Ukraine,Regular Play,Ukraine,0.0,['69d69b7e-a4e8-4658-a422-43973fcb5f8e'],3938638,911,911,
69d69b7e-a4e8-4658-a422-43973fcb5f8e,3169,2,00:49:04.492,94,4,Half End,158,Ukraine,Regular Play,Romania,0.0,['fea18729-3b1d-4bef-9eef-836013510e13'],3938638,911,905,
ce7a12f8-f7db-4b2e-8cd6-b402e664fe6b,1551,1,00:48:19.409,48,19,Half End,83,Slovakia,Regular Play,Romania,0.0,['130a1758-c94e-4a5c-ac49-9e42a4baee22'],3930183,908,905,
130a1758-c94e-4a5c-ac49-9e42a4baee22,1552,1,00:48:19.409,48,19,Half End,83,Slovakia,Regular Play,Slovakia,0.0,['ce7a12f8-f7db-4b2e-8cd6-b402e664fe6b'],3930183,908,908,
474cbb49-f747-4b0f-a888-d5106ad913f7,2885,2,00:49:13.043,94,13,Half End,162,Romania,From Goal Kick,Romania,0.0,['b0491509-2743-402c-bb36-688856c40777'],3930183,905,905,
b0491509-2743-402c-bb36-688856c40777,2886,2,00:49:13.043,94,13,Half End,162,Romania,From Goal Kick,Slovakia,0.0,['474cbb49-f747-4b0f-a888-d5106ad913f7'],3930183,905,908,
70ff0709-6a2d-4d5e-9491-bde287f2a9cc,1920,1,00:45:02.349,45,2,Half End,68,England,Regular Play,England,0.0,['bc968fe8-a1aa-474c-9c9c-eaf92c09090c'],3930181,768,768,
bc968fe8-a1aa-474c-9c9c-eaf92c09090c,1921,1,00:45:02.349,45,2,Half End,68,England,Regular Play,Slovenia,0.0,['70ff0709-6a2d-4d5e-9491-bde287f2a9cc'],3930181,768,944,
0b6bd82a-0a02-40d2-beba-dbdcbdd7d4ac,3687,2,00:49:02.725,94,2,Half End,138,Slovenia,From Goal Kick,England,0.0,['011ac058-df00-4292-85f3-2915021259b5'],3930181,944,768,
011ac058-df00-4292-85f3-2915021259b5,3688,2,00:49:02.725,94,2,Half End,138,Slovenia,From Goal Kick,Slovenia,0.0,['0b6bd82a-0a02-40d2-beba-dbdcbdd7d4ac'],3930181,944,944,
dc2b5531-7e7b-4961-a1fc-d6a693edd576,2195,1,00:45:57.536,45,57,Half End,67,Italy,From Goal Kick,Italy,0.0,['1b7a5fb0-c2a6-4209-864b-e33b2db5361f'],3930178,914,914,
1b7a5fb0-c2a6-4209-864b-e33b2db5361f,2196,1,00:45:57.536,45,57,Half End,67,Italy,From Goal Kick,Croatia,0.0,['dc2b5531-7e7b-4961-a1fc-d6a693edd576'],3930178,914,785,
9a708015-3ecb-4a65-a54a-4835e8c1648e,4005,2,00:54:01.182,99,1,Half End,141,Croatia,From Kick Off,Italy,0.0,['c14169fd-f6d2-48f4-a4fa-a082a21e6fc8'],3930178,785,914,
c14169fd-f6d2-48f4-a4fa-a082a21e6fc8,4006,2,00:54:01.182,99,1,Half End,141,Croatia,From Kick Off,Croatia,0.0,['9a708015-3ecb-4a65-a54a-4835e8c1648e'],3930178,785,785,
cadfe64f-f0bf-4402-934c-78704022b94b,1980,1,00:46:59.630,46,59,Half End,74,Switzerland,Regular Play,Germany,0.0,['671cf8ce-8448-4cd8-829d-626e2eb9ad6a'],3930176,773,770,
671cf8ce-8448-4cd8-829d-626e2eb9ad6a,1981,1,00:46:59.630,46,59,Half End,74,Switzerland,Regular Play,Switzerland,0.0,['cadfe64f-f0bf-4402-934c-78704022b94b'],3930176,773,773,
8931b535-7c45-49d8-a06b-3c19d5fd7243,3723,2,00:49:04.377,94,4,Half End,155,Switzerland,From Free Kick,Germany,0.0,['af95c4b0-a815-4ed6-9e35-1d810053bf46'],3930176,773,770,
af95c4b0-a815-4ed6-9e35-1d810053bf46,3724,2,00:49:04.377,94,4,Half End,155,Switzerland,From Free Kick,Switzerland,0.0,['8931b535-7c45-49d8-a06b-3c19d5fd7243'],3930176,773,773,
209e7086-ec77-4461-9409-7d7ad4fdb021,1700,1,00:46:00.917,46,0,Half End,84,Belgium,From Goal Kick,Belgium,0.0,['c94989db-5bea-41a7-8751-1d87e69dfcab'],3930175,782,782,
c94989db-5bea-41a7-8751-1d87e69dfcab,1701,1,00:46:00.917,46,0,Half End,84,Belgium,From Goal Kick,Romania,0.0,['209e7086-ec77-4461-9409-7d7ad4fdb021'],3930175,782,905,
f13bc3b7-ec2f-4739-a63d-9e2c8d0524b2,3199,2,00:49:02.812,94,2,Half End,177,Belgium,From Throw In,Romania,0.0,['e0f72fe0-7cb0-4a0c-bc13-574aac2e13b4'],3930175,782,905,
e0f72fe0-7cb0-4a0c-bc13-574aac2e13b4,3200,2,00:49:02.812,94,2,Half End,177,Belgium,From Throw In,Belgium,0.0,['f13bc3b7-ec2f-4739-a63d-9e2c8d0524b2'],3930175,782,782,
e8896504-df1a-4d62-bb64-ca4e7fbe46f8,1741,1,00:45:57.767,45,57,Half End,75,Portugal,Regular Play,Turkey,0.0,['2fe9e451-a71d-4b43-bfc1-3403507229fd'],3930174,780,909,
2fe9e451-a71d-4b43-bfc1-3403507229fd,1742,1,00:45:57.767,45,57,Half End,75,Portugal,Regular Play,Portugal,0.0,['e8896504-df1a-4d62-bb64-ca4e7fbe46f8'],3930174,780,780,
f8461e9b-6cc2-48fa-9726-19cf488bd5b9,3785,2,00:50:05.119,95,5,Half End,160,Turkey,From Goal Kick,Turkey,0.0,['d81f7cf1-20c2-4b12-98db-c4d58d9a373b'],3930174,909,909,
d81f7cf1-20c2-4b12-98db-c4d58d9a373b,3786,2,00:50:05.119,95,5,Half End,160,Turkey,From Goal Kick,Portugal,0.0,['f8461e9b-6cc2-48fa-9726-19cf488bd5b9'],3930174,909,780,
26c2c331-35a2-4611-9dc1-7a3da462c24d,1941,1,00:46:01.565,46,1,Half End,81,Slovenia,From Goal Kick,Slovenia,0.0,['0b4d04ac-f753-4a45-ac61-398463488b51'],3930170,944,944,
0b4d04ac-f753-4a45-ac61-398463488b51,1942,1,00:46:01.565,46,1,Half End,81,Slovenia,From Goal Kick,Serbia,0.0,['26c2c331-35a2-4611-9dc1-7a3da462c24d'],3930170,944,786,
10f77770-9974-4d74-b4da-6e3cc1a2f31d,3551,2,00:51:26.500,96,26,Half End,149,Slovenia,From Kick Off,Slovenia,0.0,['583307a8-6be1-4709-81cb-7601710fabc6'],3930170,944,944,
583307a8-6be1-4709-81cb-7601710fabc6,3552,2,00:51:26.500,96,26,Half End,149,Slovenia,From Kick Off,Serbia,0.0,['10f77770-9974-4d74-b4da-6e3cc1a2f31d'],3930170,944,786,
36d4f6ac-1c99-41fa-a5d7-b6574cc15db9,1654,1,00:48:05.291,48,5,Half End,90,Switzerland,From Throw In,Scotland,0.0,['fcc0fb10-6367-4c42-a930-0ae5e54c68e7'],3930169,773,942,
fcc0fb10-6367-4c42-a930-0ae5e54c68e7,1655,1,00:48:05.291,48,5,Half End,90,Switzerland,From Throw In,Switzerland,0.0,['36d4f6ac-1c99-41fa-a5d7-b6574cc15db9'],3930169,773,773,
0b4a7b41-80d2-4a23-99a0-3e53d70e6805,3124,2,00:49:04.264,94,4,Half End,177,Scotland,From Throw In,Scotland,0.0,['f3768e1d-cc1b-46fc-9ff6-f05ca28e9de1'],3930169,942,942,
f3768e1d-cc1b-46fc-9ff6-f05ca28e9de1,3125,2,00:49:04.264,94,4,Half End,177,Scotland,From Throw In,Switzerland,0.0,['0b4a7b41-80d2-4a23-99a0-3e53d70e6805'],3930169,942,773,
4290a022-14af-4c42-b9a0-b5eb1d7198a5,1979,1,00:46:02.664,46,2,Half End,72,Czech Republic,Regular Play,Czech Republic,0.0,['0516ba8c-6b84-45c3-93fa-3c4ab5a5a24f'],3930166,912,912,
0516ba8c-6b84-45c3-93fa-3c4ab5a5a24f,1980,1,00:46:02.664,46,2,Half End,72,Czech Republic,Regular Play,Portugal,0.0,['4290a022-14af-4c42-b9a0-b5eb1d7198a5'],3930166,912,780,
9662112d-92df-43a9-8c4c-47ca34104916,3601,2,00:50:02.891,95,2,Half End,154,Czech Republic,Regular Play,Portugal,0.0,['9be051ab-2de0-45b6-80e8-cf9b9b357e2b'],3930166,912,780,
9be051ab-2de0-45b6-80e8-cf9b9b357e2b,3602,2,00:50:02.891,95,2,Half End,154,Czech Republic,Regular Play,Czech Republic,0.0,['9662112d-92df-43a9-8c4c-47ca34104916'],3930166,912,912,
7d9e6982-eca3-4ee0-be7e-ffe8125e9027,2038,1,00:47:17.117,47,17,Half End,62,Serbia,From Corner,England,0.0,['a2aa446c-845e-474d-a56c-17ec6f19f219'],3930163,786,768,
a2aa446c-845e-474d-a56c-17ec6f19f219,2039,1,00:47:17.117,47,17,Half End,62,Serbia,From Corner,Serbia,0.0,['7d9e6982-eca3-4ee0-be7e-ffe8125e9027'],3930163,786,786,
8fc8da07-00ae-4120-9a94-8cfc29c8b2f6,3919,2,00:49:02.961,94,2,Half End,135,England,From Free Kick,Serbia,0.0,['25faca34-a7a3-46d3-9cf8-ff9111423df8'],3930163,768,786,
25faca34-a7a3-46d3-9cf8-ff9111423df8,3920,2,00:49:02.961,94,2,Half End,135,England,From Free Kick,England,0.0,['8fc8da07-00ae-4120-9a94-8cfc29c8b2f6'],3930163,768,768,
e45401dd-adde-44e5-aae8-cdc708b013b2,1931,1,00:46:01.300,46,1,Half End,63,Denmark,From Free Kick,Denmark,0.0,['644a6696-8b83-491e-911b-0a1c32c4ca1e'],3930162,776,776,
644a6696-8b83-491e-911b-0a1c32c4ca1e,1932,1,00:46:01.300,46,1,Half End,63,Denmark,From Free Kick,Slovenia,0.0,['e45401dd-adde-44e5-aae8-cdc708b013b2'],3930162,776,944,
83ec5771-7b0f-4de2-a3d2-9c4ef83ce308,3508,2,00:49:28.388,94,28,Half End,141,Denmark,From Goal Kick,Slovenia,0.0,['6ae56b96-758c-42fe-92ac-1ba8fce4f09c'],3930162,776,944,
6ae56b96-758c-42fe-92ac-1ba8fce4f09c,3509,2,00:49:28.388,94,28,Half End,141,Denmark,From Goal Kick,Denmark,0.0,['83ec5771-7b0f-4de2-a3d2-9c4ef83ce308'],3930162,776,776,
b7b0a036-08d2-4f2c-86a3-4b1de16a7cf6,1822,1,00:47:57.695,47,57,Half End,80,Croatia,From Kick Off,Croatia,0.0,['d533d1d1-f787-40ed-a571-e65707191b77'],3930160,785,785,
d533d1d1-f787-40ed-a571-e65707191b77,1823,1,00:47:57.695,47,57,Half End,80,Croatia,From Kick Off,Spain,0.0,['b7b0a036-08d2-4f2c-86a3-4b1de16a7cf6'],3930160,785,772,
04ec47bb-03ab-42f4-8e53-ccd849f25b2e,3795,2,00:50:09.100,95,9,Half End,169,Spain,From Free Kick,Spain,0.0,['ae4f3eaa-37dc-4c5e-a5d2-6eacdbea0de6'],3930160,772,772,
ae4f3eaa-37dc-4c5e-a5d2-6eacdbea0de6,3796,2,00:50:09.100,95,9,Half End,169,Spain,From Free Kick,Croatia,0.0,['04ec47bb-03ab-42f4-8e53-ccd849f25b2e'],3930160,772,785,
6b41ae08-2601-4425-acc9-244b7259778c,1655,1,00:47:01.024,47,1,Half End,75,Switzerland,From Goal Kick,Switzerland,0.0,['bc6b6c6c-e786-463f-9d9c-1bfd27f4e406'],3930159,773,773,
bc6b6c6c-e786-463f-9d9c-1bfd27f4e406,1656,1,00:47:01.024,47,1,Half End,75,Switzerland,From Goal Kick,Hungary,0.0,['6b41ae08-2601-4425-acc9-244b7259778c'],3930159,773,916,
ff340acd-bba6-4c28-be0e-9d3057c55684,3355,2,00:52:00.570,97,0,Half End,156,Hungary,From Throw In,Switzerland,0.0,['729d39c0-7c3d-465e-ae2f-201249ebca4d'],3930159,916,773,
729d39c0-7c3d-465e-ae2f-201249ebca4d,3356,2,00:52:00.570,97,0,Half End,156,Hungary,From Throw In,Hungary,0.0,['ff340acd-bba6-4c28-be0e-9d3057c55684'],3930159,916,916,
720ec985-f723-4632-ab61-bbc4678a53fc,1725,1,00:48:33.941,48,33,Half End,66,Scotland,From Free Kick,Scotland,0.0,['4effa2c5-15f5-4ba7-ada2-6ab0c6e17903'],3930158,942,942,
4effa2c5-15f5-4ba7-ada2-6ab0c6e17903,1726,1,00:48:33.941,48,33,Half End,66,Scotland,From Free Kick,Germany,0.0,['720ec985-f723-4632-ab61-bbc4678a53fc'],3930158,942,770,
515ab531-213f-4adf-8940-b77de16a88d4,3372,2,00:48:39.800,93,39,Half End,138,Scotland,Regular Play,Germany,0.0,['0700efdb-e095-444c-94f7-dc2fe28dba02'],3930158,942,770,
0700efdb-e095-444c-94f7-dc2fe28dba02,3373,2,00:48:39.800,93,39,Half End,138,Scotland,Regular Play,Scotland,0.0,['515ab531-213f-4adf-8940-b77de16a88d4'],3930158,942,942,
