id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,duration,match_id,possession_team_id,team_id,player_id,injury_stoppage_in_chain,under_pressure,related_events
f0339439-c9e8-462b-b4f8-fb08ed0914bc,2942,2,00:31:39.817,76,39,Injury Stoppage,130,Ukraine,From Throw In,Ukraine,Anatolii Trubin,Goalkeeper,0.0,3938640,911,911,37330,True,,
9d8b8b21-6796-4062-9efc-f9299090990e,2943,2,00:31:41.962,76,41,Injury Stoppage,130,Ukraine,From Throw In,Slovakia,Tomáš Suslov,Left Wing,0.0,3938640,911,908,35653,,,
1077f478-65d9-4d3c-a991-58299c9198ca,2342,2,00:21:21.043,66,21,Injury Stoppage,122,Czech Republic,From Free Kick,Czech Republic,Patrik Schick,Center Forward,0.0,3938642,912,912,7044,True,,
090d6733-4ea3-449f-91d8-d3ef18bedff4,2343,2,00:21:31.722,66,31,Injury Stoppage,122,Czech Republic,From Free Kick,Georgia,Giorgi Mamardashvili,Goalkeeper,0.0,3938642,912,2138,102371,,,
d549a924-d251-46b3-ba37-056ee191c9d8,1224,1,00:27:31.166,27,31,Injury Stoppage,48,Turkey,Regular Play,Georgia,Giorgi Mamardashvili,Goalkeeper,0.0,3938639,909,2138,102371,,,
235070c3-de58-4487-9869-37d7f0dc223b,1961,1,00:45:57.284,45,57,Injury Stoppage,73,Turkey,Regular Play,Turkey,Barış Alper Yılmaz,Center Forward,0.0,3938639,909,909,134209,True,,
161d8433-ca96-425f-84c6-574420f98f77,1962,1,00:46:05.859,46,5,Injury Stoppage,73,Turkey,Regular Play,Georgia,Giorgi Kochorashvili,Left Center Midfield,0.0,3938639,909,2138,41202,,,
590d6c97-1841-466d-afed-c546f1af4883,2262,2,00:06:07.041,51,7,Injury Stoppage,86,Turkey,Regular Play,Georgia,Giorgi Mamardashvili,Goalkeeper,0.0,3938639,909,2138,102371,,,
648ba99b-7e34-448a-b1a5-3f7f950b3de5,2263,2,00:06:07.552,51,7,Injury Stoppage,86,Turkey,Regular Play,Turkey,Abdülkerim Bardakcı,Left Center Back,0.0,3938639,909,909,48383,True,,
1ca1af84-8dab-44f6-8527-520a7e4c0b68,3271,2,00:30:57.457,75,57,Injury Stoppage,125,Georgia,From Throw In,Turkey,Mert Müldür,Right Back,0.0,3938639,2138,909,10826,,,
8e142192-edce-4a10-ac7d-9aa97f21a8cb,3466,2,00:40:12.497,85,12,Injury Stoppage,136,Turkey,From Throw In,Georgia,Giorgi Mamardashvili,Goalkeeper,0.0,3938639,909,2138,102371,,,
d6802df6-fd8c-4852-9e2d-fe2dc96c474e,1794,1,00:44:25.065,44,25,Injury Stoppage,90,Poland,From Throw In,Austria,Stefan Posch,Right Back,0.0,3938641,789,915,11821,,,
8d1b4d8d-793b-4a41-9abd-f253002a5f19,2298,2,00:11:42.444,56,42,Injury Stoppage,119,Poland,From Free Kick,Austria,Gernot Trauner,Right Center Back,0.0,3938641,789,915,8778,,,
3b27c364-d556-4383-b54b-67f2ec1be4c1,2299,2,00:12:28.987,57,28,Injury Stoppage,119,Poland,From Free Kick,Poland,Jakub Moder,Left Center Midfield,0.0,3938641,789,789,29480,,,
4b5860fd-6ad8-48ce-9323-9d30848a2eac,2770,2,00:29:22.900,74,22,Injury Stoppage,145,Austria,Regular Play,Austria,Patrick Wimmer,Right Wing,0.0,3938641,915,915,33297,,,
2311393a-8f04-45e7-8edc-ca23b9bf0f97,1161,1,00:24:12.252,24,12,Injury Stoppage,37,Portugal,Regular Play,Portugal,João Félix Sequeira,Left Attacking Midfield,0.0,3938644,780,780,12041,True,,
3d56b4a9-e156-4693-afdb-62ee66e22b8f,1162,1,00:24:14.868,24,14,Injury Stoppage,37,Portugal,Regular Play,Georgia,Otar Kiteishvili,Center Defensive Midfield,0.0,3938644,780,2138,11335,,,
38fb194d-4b73-4be5-bac3-5304d1393e4e,1751,1,00:39:48.444,39,48,Injury Stoppage,59,Georgia,Regular Play,Portugal,Danilo Luís Hélio Pereira,Center Back,0.0,3938644,2138,780,13621,,,
5ec6ee96-edea-4db9-b286-6e9d845ab05f,1752,1,00:39:56.255,39,56,Injury Stoppage,59,Georgia,Regular Play,Georgia,Khvicha Kvaratskhelia,Left Center Forward,0.0,3938644,2138,2138,38229,True,,
d1beb8ed-eef8-4b2f-b6f3-afaa47f7b5ae,2318,2,00:06:33.950,51,33,Injury Stoppage,94,Georgia,Regular Play,Portugal,João Neves,Right Defensive Midfield,0.0,3938644,2138,780,143859,,,
66a8e9bc-0827-4f68-9d30-1b4379295e16,2368,2,00:09:22.160,54,22,Injury Stoppage,97,Georgia,From Free Kick,Portugal,António João Pereira Albuquerque Tavares Silva,Right Center Back,0.0,3938644,2138,780,143854,,,
66e43054-e565-42ef-b604-b91074cfb064,2534,2,00:15:55.784,60,55,Injury Stoppage,104,Georgia,Regular Play,Georgia,Luka Lochoshvili,Left Wing Back,0.0,3938644,2138,2138,48178,,,
dabbbae8-1ecf-4a38-8663-f6c22df0f782,2772,2,00:22:28.610,67,28,Injury Stoppage,116,Portugal,From Corner,Georgia,Otar Kakabadze,Right Wing Back,0.0,3938644,780,2138,25036,,,
14c932aa-6b01-48eb-947f-c5069d6d3a1a,1601,1,00:36:09.041,36,9,Injury Stoppage,61,France,Regular Play,Poland,Kacper Urbanski,Right Center Forward,0.0,3938643,771,789,33680,,,
2c061b82-43d0-4cdc-af86-b0c1f082c102,1602,1,00:36:09.935,36,9,Injury Stoppage,61,France,Regular Play,France,Dayotchanculle Upamecano,Right Center Back,0.0,3938643,771,771,8519,True,,
f9f05a64-9319-48e5-b5fe-1b288e08210a,369,1,00:07:51.919,7,51,Injury Stoppage,13,Ukraine,From Keeper,Ukraine,Illia Zabarnyi,Right Center Back,0.0,3938638,911,911,39136,True,,
24e0891e-4a82-42e5-b501-7b46745478ad,370,1,00:07:53.891,7,53,Injury Stoppage,13,Ukraine,From Keeper,Romania,Răzvan Gabriel Marin,Right Center Midfield,0.0,3938638,911,905,16344,,,
94577f3d-d779-4496-99b5-32412b2fd9f8,1572,1,00:42:16.872,42,16,Injury Stoppage,64,Romania,From Goal Kick,Romania,Marius Mihai Marin,Center Defensive Midfield,0.0,3938638,905,905,30913,,,
d48b50ec-cd9d-45c7-8a0d-812e6f37b585,1573,1,00:42:26.682,42,26,Injury Stoppage,64,Romania,From Goal Kick,Ukraine,Andriy Lunin,Goalkeeper,0.0,3938638,905,911,21390,,,
e4b35a63-bcf6-4739-a8f1-55a881d239ab,2219,2,00:14:19.697,59,19,Injury Stoppage,95,Ukraine,From Throw In,Romania,Denis Mihai Drăguş,Center Forward,0.0,3938638,911,905,31193,,,
5fabb29d-a84d-4165-841a-8820333d9569,863,1,00:25:04.876,25,4,Injury Stoppage,51,Slovakia,From Keeper,Slovakia,Ondrej Duda,Left Center Midfield,0.0,3930183,908,908,8967,,,
72c93817-6b3c-4bac-9f6a-0ed4194a415e,864,1,00:25:19.888,25,19,Injury Stoppage,51,Slovakia,From Keeper,Romania,Radu Drăgușin,Right Center Back,0.0,3930183,908,905,39615,,,
d21a6547-0924-42fc-bf20-b4a96af146c4,2808,2,00:42:44.418,87,44,Injury Stoppage,154,Romania,From Throw In,Romania,Florin Constantin Niţă,Goalkeeper,0.0,3930183,905,905,28242,,,
27ec82b3-0fc7-41f9-9920-25ad5905a6de,2809,2,00:42:57.866,87,57,Injury Stoppage,154,Romania,From Throw In,Slovakia,Milan Škriniar,Left Center Back,0.0,3930183,905,908,6990,,,
aefda4c0-ad7e-457e-a56c-9a78e51dd924,2443,2,00:12:23.772,57,23,Injury Stoppage,86,England,From Corner,Slovenia,Andraž Šporar,Right Center Forward,0.0,3930181,768,944,31866,,,
12d75220-c625-415f-864d-412189e5a106,3262,2,00:35:08.375,80,8,Injury Stoppage,112,England,Regular Play,England,Cole Palmer,Right Wing,0.0,3930181,768,768,39461,True,,
f205df59-d7d0-401c-82ab-634e748e5d7f,3263,2,00:35:09.380,80,9,Injury Stoppage,112,England,Regular Play,Slovenia,Erik Janža,Left Back,0.0,3930181,768,944,28211,,,
d1bc485c-decc-4154-9aa9-bc184b77b534,3405,2,00:38:28.815,83,28,Injury Stoppage,118,Slovenia,Regular Play,England,Cole Palmer,Right Wing,0.0,3930181,944,768,39461,,,
faf41c60-ccd8-4823-beee-5f70c912cabb,2965,2,00:22:26.478,67,26,Injury Stoppage,95,Italy,From Throw In,Croatia,Joško Gvardiol,Left Back,0.0,3930178,914,785,33018,,,
da9bfc08-b928-4063-b5ad-aa165ca79d93,3639,2,00:42:06.740,87,6,Injury Stoppage,120,Croatia,From Goal Kick,Croatia,Josip Stanišić,Right Back,0.0,3930178,785,785,49337,,,
5730a564-0787-42d5-9422-65bf7b5498a5,3640,2,00:42:23.166,87,23,Injury Stoppage,120,Croatia,From Goal Kick,Italy,Gianluigi Donnarumma,Goalkeeper,0.0,3930178,785,914,7036,,,
0b9bec61-8304-41d0-ac91-6879b0549439,1609,1,00:37:48.762,37,48,Injury Stoppage,58,Switzerland,Regular Play,Switzerland,Breel-Donald Embolo,Center Forward,0.0,3930176,773,773,5545,,,
22fefdcd-d6d8-4803-bfd6-ed59fb531636,2950,2,00:25:11.554,70,11,Injury Stoppage,115,Germany,Regular Play,Switzerland,Silvan Widmer,Right Wing Back,0.0,3930176,770,773,7796,,,
ca0543ff-9709-4256-b824-e2bd73a32a82,2951,2,00:25:19.204,70,19,Injury Stoppage,115,Germany,Regular Play,Germany,Kai Havertz,Center Forward,0.0,3930176,770,770,8966,,,
880b02ba-32ed-4369-8b7e-047c9d014008,854,1,00:23:59.994,23,59,Injury Stoppage,51,Belgium,Regular Play,Romania,Valentin Mihai Mihăilă,Left Midfield,0.0,3930175,782,905,72512,,,
2d19ad7d-275c-4ae7-8cde-795fac38beb1,855,1,00:24:46.497,24,46,Injury Stoppage,51,Belgium,Regular Play,Belgium,Romelu Lukaku Menama,Center Forward,0.0,3930175,782,782,3289,,,
267bb6af-780d-4d61-8139-320149e755b4,1979,2,00:07:16.871,52,16,Injury Stoppage,97,Belgium,From Throw In,Belgium,Jeremy Doku,Left Wing,0.0,3930175,782,782,23650,,,
1096fe2b-58c3-4ce3-811c-fc4d34845491,3005,2,00:27:28.215,72,28,Injury Stoppage,121,Portugal,From Free Kick,Portugal,Nélson Cabral Semedo,Right Back,0.0,3930174,780,780,6374,True,,
30e11ef5-33eb-4fd3-b9c0-30f582b41963,3006,2,00:27:33.683,72,33,Injury Stoppage,121,Portugal,From Free Kick,Turkey,Samet Akaydin,Right Center Back,0.0,3930174,780,909,133305,,,
3c3b1584-d15f-478a-ba1b-4baa5ea0eec4,3258,2,00:36:21.629,81,21,Injury Stoppage,134,Portugal,Regular Play,Portugal,Diogo Meireles Costa,Goalkeeper,0.0,3930174,780,780,32975,True,,
3ec4edd3-bee5-418c-a26e-32090059efcb,3259,2,00:36:23.494,81,23,Injury Stoppage,134,Portugal,Regular Play,Turkey,Altay Bayındır,Goalkeeper,0.0,3930174,780,909,30442,,,
ee917b63-d186-4746-bf8e-902477cb9c73,3664,2,00:46:31.253,91,31,Injury Stoppage,153,Turkey,Regular Play,Portugal,Diogo Meireles Costa,Goalkeeper,0.0,3930174,909,780,32975,,,
304ea32e-079b-4279-aa64-69bf5fdcce4a,3665,2,00:46:31.685,91,31,Injury Stoppage,153,Turkey,Regular Play,Turkey,Ferdi Erenay Kadıoğlu,Left Back,0.0,3930174,909,909,30438,True,,
5ee5af7d-188b-463c-9dc6-45b73d45f3a9,3709,2,00:48:17.973,93,17,Injury Stoppage,156,Turkey,Regular Play,Portugal,Diogo Meireles Costa,Goalkeeper,0.0,3930174,909,780,32975,,,
e418d289-9cc6-445e-8e42-bf6602bef75f,2183,2,00:05:15.736,50,15,Injury Stoppage,87,Serbia,From Corner,Slovenia,Erik Janža,Left Back,0.0,3930170,786,944,28211,,,
d5d6f495-a6a8-429a-9c59-819199909deb,3206,2,00:35:26.814,80,26,Injury Stoppage,124,Serbia,From Throw In,Slovenia,Jaka Bijol,Left Center Back,0.0,3930170,786,944,16047,True,,
f80e893a-1153-41d8-a71c-3f87b15ab50f,3207,2,00:35:46.071,80,46,Injury Stoppage,124,Serbia,From Throw In,Serbia,Ivan Ilić,Right Defensive Midfield,0.0,3930170,786,786,30179,,,
ca486617-8c9b-4cac-9972-e128fbd82e3c,546,1,00:16:50.025,16,50,Injury Stoppage,38,Scotland,Regular Play,Scotland,Callum McGregor,Left Defensive Midfield,0.0,3930169,942,942,10534,,,
12367bb5-ec72-4524-bc85-896c6c5aa3c0,560,1,00:17:44.227,17,44,Injury Stoppage,42,Switzerland,From Corner,Switzerland,Fabian Lukas Schär,Right Center Back,0.0,3930169,773,773,5537,True,,
532d8ea5-b099-4525-8175-df6ee41b6f3b,561,1,00:17:44.749,17,44,Injury Stoppage,42,Switzerland,From Corner,Scotland,Anthony Ralston,Right Wing Back,0.0,3930169,773,942,22308,,,
77f5a724-c9f9-4aeb-9729-e95bc49fee4f,761,1,00:24:12.819,24,12,Injury Stoppage,50,Switzerland,Regular Play,Switzerland,Fabian Lukas Schär,Right Center Back,0.0,3930169,773,773,5537,True,,
8287c41a-55d3-4e60-9f31-07cd36562680,762,1,00:24:13.671,24,13,Injury Stoppage,50,Switzerland,Regular Play,Scotland,Scott McTominay,Center Attacking Midfield,0.0,3930169,773,942,3620,,,
d98bbab3-92e6-4cd8-bb24-e6ec7f9b2b56,1779,2,00:04:42.829,49,42,Injury Stoppage,100,Scotland,From Throw In,Switzerland,Manuel Obafemi Akanji,Center Back,0.0,3930169,942,773,5549,,,
037d258f-b5dd-4978-95b5-b2d7d167c8ab,1781,2,00:04:42.937,49,42,Injury Stoppage,100,Scotland,From Throw In,Scotland,John McGinn,Left Center Forward,0.0,3930169,942,942,9974,,,
70e593ae-6a35-41b4-a0f0-2b47559aeea1,2111,2,00:13:30.331,58,30,Injury Stoppage,118,Switzerland,Regular Play,Switzerland,Yann Sommer,Goalkeeper,0.0,3930169,773,773,5550,,,
c4a146e7-9f95-4a84-a0c5-1a97c754aaa6,2112,2,00:13:36.080,58,36,Injury Stoppage,118,Switzerland,Regular Play,Scotland,Kieran Tierney,Left Center Back,0.0,3930169,773,942,10540,,,
105d609f-9a16-4ef4-89e2-d191f9b15280,625,1,00:14:07.908,14,7,Injury Stoppage,25,Portugal,From Free Kick,Czech Republic,Tomáš Souček,Center Defensive Midfield,0.0,3930166,780,912,4870,,,
0e4f317c-bc0a-4233-8855-1a5ef9063fff,1583,1,00:36:16.215,36,16,Injury Stoppage,58,Portugal,Regular Play,Czech Republic,Tomáš Souček,Center Defensive Midfield,0.0,3930166,780,912,4870,,,
30001068-2338-4f15-a99e-edac98bc0d7c,2056,2,00:01:34.460,46,34,Injury Stoppage,77,Portugal,Regular Play,Portugal,Nuno Mendes,Left Center Back,0.0,3930166,780,780,41092,True,,
5fc4234a-3c90-4d60-901b-fac431b5fc9a,1816,1,00:40:07.858,40,7,Injury Stoppage,54,Serbia,Regular Play,Serbia,Filip Kostić,Left Wing Back,0.0,3930163,786,786,5591,,,
c03746da-1230-4214-935f-d9b76c09708e,1817,1,00:40:08.981,40,8,Injury Stoppage,54,Serbia,Regular Play,England,Jude Bellingham,Center Attacking Midfield,0.0,3930163,786,768,30714,,,
09c327f8-9f22-48df-b30f-3736a0fac019,2806,2,00:13:34.894,58,34,Injury Stoppage,85,England,Regular Play,Serbia,Aleksandar Mitrović,Left Center Forward,0.0,3930163,768,786,4269,,,
80e1bb5e-c784-42ce-92e8-8854a1f33196,3421,2,00:33:44.855,78,44,Injury Stoppage,111,England,Regular Play,Serbia,Predrag Rajković,Goalkeeper,0.0,3930163,768,786,15731,,,
bdb478cb-418e-4ffe-958e-f58995613cee,3422,2,00:33:50.414,78,50,Injury Stoppage,111,England,Regular Play,England,Kieran Trippier,Left Back,0.0,3930163,768,768,3308,,,
db4f4a14-ce2c-4a07-a494-aad86dd273eb,134,1,00:02:14.807,2,14,Injury Stoppage,3,Denmark,Regular Play,Slovenia,Vanja Drkušić,Right Center Back,0.0,3930162,776,944,205932,,,
bc27b7e7-ae3c-4037-9325-0e232d4d77e7,136,1,00:02:20.954,2,20,Injury Stoppage,3,Denmark,Regular Play,Denmark,Rasmus Winther Højlund,Left Center Forward,0.0,3930162,776,776,51672,True,,
882099f6-d300-4134-8fe9-915e19d71029,2145,2,00:06:52.114,51,52,Injury Stoppage,75,Slovenia,From Throw In,Slovenia,Timi Elšnik,Left Defensive Midfield,0.0,3930162,944,944,15896,,,
1822211f-f547-4c2d-b166-20bce8bcb469,3260,2,00:40:55.822,85,55,Injury Stoppage,130,Slovenia,Regular Play,Denmark,Morten Hjulmand,Right Defensive Midfield,0.0,3930162,944,776,8621,,,
08a9528e-d077-4a94-a7be-1f20e2eae04c,1509,1,00:37:46.336,37,46,Injury Stoppage,64,Croatia,From Goal Kick,Croatia,Ante Budimir,Center Forward,0.0,3930160,785,785,8654,,,
16dc2386-a9df-4a02-932a-3f73207af6e9,1511,1,00:37:47.406,37,47,Injury Stoppage,65,Spain,Regular Play,Spain,Pedro González López,Center Attacking Midfield,0.0,3930160,772,772,30486,True,,
1fb85f85-eb68-405f-b08f-1a03388ec41a,1966,2,00:02:55.454,47,55,Injury Stoppage,89,Spain,From Throw In,Croatia,Ante Budimir,Center Forward,0.0,3930160,772,785,8654,,,
da189ff4-b95c-4ca2-928c-0acd0250128f,1967,2,00:02:58.762,47,58,Injury Stoppage,89,Spain,From Throw In,Spain,Daniel Carvajal Ramos,Right Back,0.0,3930160,772,772,5721,True,,
484832b6-b865-4772-9adf-4431dcf3ee7c,2093,2,00:05:46.145,50,46,Injury Stoppage,97,Croatia,From Throw In,Spain,Rodrigo Hernández Cascante,Right Defensive Midfield,0.0,3930160,785,772,6765,,,
bcca9fa9-b0f5-4a39-8ec3-7ef81bcd5dba,2094,2,00:05:46.523,50,46,Injury Stoppage,97,Croatia,From Throw In,Croatia,Luka Modrić,Right Center Midfield,0.0,3930160,785,785,5463,,,
017a1048-0a72-4376-9e83-75ea466d475a,3237,2,00:34:24.795,79,24,Injury Stoppage,147,Croatia,Other,Spain,Unai Simón Mendibil,Goalkeeper,0.0,3930160,785,772,11748,,,
9f0d2afd-0a4d-40e4-a509-f5547e890a0b,3368,2,00:39:06.106,84,6,Injury Stoppage,155,Spain,From Keeper,Spain,Rodrigo Hernández Cascante,Left Defensive Midfield,0.0,3930160,772,772,6765,,,
054425c9-5ff1-49e7-b073-2c388081db25,2360,2,00:18:58.869,63,58,Injury Stoppage,105,Hungary,Regular Play,Switzerland,Silvan Widmer,Right Wing Back,0.0,3930159,916,773,7796,,,
1a69c6d9-a7e5-45b7-b757-94e387b6c417,2826,2,00:34:47.580,79,47,Injury Stoppage,130,Hungary,From Throw In,Switzerland,Fabian Lukas Schär,Right Center Back,0.0,3930159,916,773,5537,,,
234ec7aa-9036-4f02-8078-c2967b9b8a32,3048,2,00:39:51.304,84,51,Injury Stoppage,137,Switzerland,From Free Kick,Switzerland,Dan Ndoye,Right Attacking Midfield,0.0,3930159,773,773,45190,,,
